timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length,tcp_flags,tcp_seq,tcp_ack,payload_size
1780061740.088404,172.20.0.20,172.20.0.10,TCP,44260,5001,74,S,3613892668,0,0
1780061740.088598,172.20.0.10,172.20.0.20,TCP,5001,44260,74,SA,812564927,3613892669,0
1780061740.53756,172.20.0.20,172.20.0.10,TCP,44260,5001,193,PA,3613892669,812564928,127
1780061740.555036,172.20.0.10,172.20.0.20,TCP,5001,44260,66,A,812564928,3613892796,0
1780061740.557411,172.20.0.10,172.20.0.20,TCP,5001,44260,68,PA,812564928,3613892796,2
1780061740.658302,172.20.0.20,172.20.0.10,TCP,44260,5001,66,A,3613892796,812564930,0
1780061740.658312,172.20.0.20,172.20.0.10,TCP,44260,5001,1266,PA,3613895692,812564930,1200
1780061740.658399,172.20.0.10,172.20.0.20,TCP,5001,44260,78,A,812564930,3613892796,0
1780061740.658422,172.20.0.20,172.20.0.10,TCP,44260,5001,2962,PA,3613896892,812564930,2896
1780061740.658423,172.20.0.20,172.20.0.10,TCP,44260,5001,2962,PA,3613899788,812564930,2896
1780061740.658424,172.20.0.20,172.20.0.10,TCP,44260,5001,1514,A,3613902684,812564930,1448
1780061740.658425,172.20.0.20,172.20.0.10,TCP,44260,5001,2962,PA,3613904132,812564930,2896
1780061740.658445,172.20.0.10,172.20.0.20,TCP,5001,44260,78,A,812564930,3613892796,0
1780061740.658453,172.20.0.10,172.20.0.20,TCP,5001,44260,78,A,812564930,3613892796,0
1780061740.658603,172.20.0.10,172.20.0.20,TCP,5001,44260,78,A,812564930,3613892796,0
1780061740.758606,172.20.0.20,172.20.0.10,TCP,44260,5001,1514,A,3613907028,812564930,1448
1780061740.758609,172.20.0.20,172.20.0.10,TCP,44260,5001,1514,A,3613892796,812564930,1448
1780061740.75861,172.20.0.20,172.20.0.10,TCP,44260,5001,1514,A,3613894244,812564930,1448
1780061740.75861,172.20.0.20,172.20.0.10,TCP,44260,5001,1514,A,3613908476,812564930,1448
